username	registration	address	ssn	residence	company	name	job	mail	current_location	user_id	blood_group	station_ID
bnovais	2020-01-07	"Esplanada de das Neves, 36
São Gonçalo
29584280 Cardoso da Prata / PE"	43159267873		da Rosa	Dr. Anthony Gabriel Fernandes		beniciorios@bol.com.br	(Decimal('-8.3307415'), Decimal('-124.403363'))	1533	B-	369
tanakasayuri	15 Jan 2019		429-94-3898		株式会社藤田銀行	中村 里佳		saitoryosuke@hotmail.com	(Decimal('-56.6149895'), Decimal('63.395186'))	1628	B-	131
heinzjacob	2024/11/07		350-66-0396		Thies AG & Co. KGaA	Ing. Danilo Fischer	Medizininformatiker	pietroscheuermann@gmail.com	(Decimal('62.8838775'), Decimal('-14.310397'))	2030	AB-	659
orowland	23 Jul 2023	"656 Daniel Hollow Suite 056
Wallerburgh, MP 85787"	807-98-5624		Moore-Sanchez	Lisa Hobbs	Journalist, newspaper	hpeterson@yahoo.com	(Decimal('68.7967465'), Decimal('-32.111288'))	1210	A-	217
emanuelly55	04/27/2023, 00:00:00	"Vale de Monteiro
Piraja
85150-447 Lima das Flores / GO"	80235719668		Câmara	Laura Martins	Catador de carangueijos	barbosaluiz-fernando@yahoo.com.br	(Decimal('73.1991975'), Decimal('-140.641800'))	1164	B+	681
alfredo86	02/11/2020, 00:00:00	"Borgo Marisa, 779 Appartamento 34
28851, Beura Cardezza (VB)"	RMLFDC90D12A173I		Fallaci-Vergassola SPA	Isa Ciani		bassopaloma@tiscali.it	(Decimal('-13.439739'), Decimal('-165.596322'))	1843	O-	371
cirinojoao-pedro	11/18/2018, 00:00:00	"Sítio de da Conceição, 3
Vila São Rafael
65336116 da Rosa / CE"	25834601960		Ferreira	Stella Araújo	Lamboteiro	pietranogueira@hotmail.com	(Decimal('23.638821'), Decimal('-22.154078'))	1877	AB+	521
da-mataana-cecilia	2019/02/10	"Travessa de Pacheco, 99
Laranjeiras
88677-258 Moraes do Norte / PE"	95736204800		da Rocha	Marina Nunes		oliverviana@bol.com.br	(Decimal('-72.187140'), Decimal('-167.353238'))	1922	O+	678
olga66	06/04/2020, 00:00:00		CMBTTN65T21F225U		Malaparte-Bajamonti SPA	Amleto Ajello	Insurance broker	ktravaglia@outlook.com	(Decimal('82.170724'), Decimal('0.639067'))	1933	A+	395
aito	2022-06-03		457-57-2414		株式会社伊藤印刷	林 零		itoharuka@hotmail.com	(Decimal('-44.291192'), Decimal('35.168440'))	287	B-	194
pasquale36	02 Jul 2021	"Johannring 1-3
50610 Lemgo"	001-93-8569		Rosemann Koch II AG	Meinolf van der Dussen B.Sc.		ilonkabutte@aol.de		904	A-	251
scarfoglioangelica	01 Jan 2022	"Stretto Fiamma, 55
50143, Firenze (FI)"	MRNVLR96P61M404H		Guinizzelli e figli	Ivan Giovine-Pinamonte	Engineer, maintenance (IT)	arnulfo29@gmail.com	(Decimal('-2.9026815'), Decimal('17.695012'))	1646	B+	642
briccialdisantino	30 Aug 2021	"Vicolo Salvini, 1 Appartamento 16
63077, Stella Di Monsampolo (AP)"	CBTNDA50R17M352E		Lettiere, Pareto e Tomaselli SPA	Lucia Cherubini		donatellamastandrea@gmail.com	(Decimal('-31.793360'), Decimal('130.413047'))	687	B+	49
rika73	13 May 2024	山形県三宅島三宅村下吉羽14丁目16番12号 日本堤シティ202	842-81-7494		中村保険有限会社	佐藤 舞		vota@gmail.com	(Decimal('-57.419049'), Decimal('4.042584'))	475	AB-	354
jose44	02/24/2019, 00:00:00	"36791 Dominguez Valleys
Jillianton, OR 72756"	056-40-3161		Dominguez, Smith and Cherry	Jake Daniels	Nutritional therapist	larrynelson@hotmail.com	(Decimal('84.724986'), Decimal('57.213201'))	1126	AB-	81
kumikonakajima	2021-07-12	富山県君津市下宇和田19丁目11番5号	446-33-1504		合同会社鈴木食品	渡辺 和也		snakagawa@gmail.com	(Decimal('-39.048609'), Decimal('92.374236'))	181	AB-	611
ana-julia95	07/30/2025, 00:00:00	"Lago Oliver Ferreira, 46
Vila Ouro Minas
08260-219 Cardoso de Minas / PA"	19285347673		Rios Martins S/A	Ravy Campos		brenda68@bol.com.br	(Decimal('-67.096737'), Decimal('37.619343'))	1635	B+	476
takahashitaichi	2020/06/25	佐賀県横浜市保土ケ谷区四番町13丁目8番5号	417-88-1342		山田通信有限会社	村上 聡太郎		yuki60@yahoo.com	(Decimal('-52.6174635'), Decimal('61.336833'))	145	AB+	260
kaoriyamashita	22 Jun 2025	鳥取県川崎市多摩区氏家42丁目22番11号	436-70-0663		株式会社木村運輸	橋本 篤司		saitojun@yahoo.com	(Decimal('9.128081'), Decimal('-12.194144'))	309	B+	423
delfinoturrini	05/03/2024, 00:00:00	"Borgo Majewski, 41
55033, Castiglione Di Garfagnana (LU)"	PSRMNL06P60L908K		Spadafora Group	Napoleone Bellucci-Balotelli	Clinical embryologist	virgiliomonicelli@libero.it	(Decimal('-62.7593675'), Decimal('96.531802'))	1535	A+	29
suzukikenichi	2024-11-15	高知県山武市四番町19丁目16番11号 轟アーバン030	542-96-5936		株式会社中村保険	佐藤 さゆり		miturutanaka@hotmail.com	(Decimal('-42.6058565'), Decimal('103.592033'))	1231	O+	30
annibale08	2020-08-12	"Viale Eliana, 4
34131, Trieste (TS)"	TMBPLT88M16E148W		Goldoni SPA	Rosalia Pascarella		gioele26@fastwebnet.it	(Decimal('-74.6994465'), Decimal('-171.544058'))	90	O-	147
jessica22	2023/11/10	"Unit 7865 Box 3852
DPO AE 08401"	460-73-9881		Walker-Robinson	Amanda Butler		richard58@hotmail.com	(Decimal('39.0701985'), Decimal('83.402079'))	1093	AB+	725
kamilly34	23 Apr 2025	"Colônia Melo, 64
Vale Do Jatoba
62955421 Fogaça / RR"	32867459010		Fonseca Guerra - ME	Alexia Câmara	Bioquímico	carlos-eduardomendes@gmail.com	(Decimal('67.9623755'), Decimal('-13.821138'))	1762	A-	738
costaluan	05/30/2020, 00:00:00	"Colônia Fogaça, 364
Vila Jardim Montanhes
49547982 Aparecida Grande / PE"	57962048310		Moura Cirino Ltda.	Bryan Nunes		riosjoao-miguel@uol.com.br	(Decimal('49.1991425'), Decimal('178.053433'))	1114	B-	427
salvololita	06/27/2021, 00:00:00	"Strada Trevisani, 1 Piano 4
91021, Granitola Torretta (TP)"	CNTMDA04D45I351W		Orengo-Finotto Group	Panfilo Verdi	Lobbyist	bartolomeoroero@gmail.com	(Decimal('2.7238625'), Decimal('-11.838081'))	1241	O+	232
rogerlynch	06/20/2024, 00:00:00	"717 Jarvis Track
South Martha, MS 53291"	339-03-8757		Jones-Reyes	Shane Schroeder		qgarcia@hotmail.com	(Decimal('-79.445478'), Decimal('48.423225'))	1218	O+	825
kholt	24 Aug 2024	"697 Bryan Freeway
Port Earl, MH 09921"	177-24-5936		Campbell and Sons	James Johnson	Civil Service fast streamer	mchambers@gmail.com	(Decimal('78.591240'), Decimal('153.603773'))	2063	O-	692
shimizukana	18 Jul 2024	新潟県富里市四区町10丁目7番8号 百村コーポ872	472-58-2250		合同会社加藤鉱業	中村 花子		yfujiwara@hotmail.com	(Decimal('-86.6089095'), Decimal('29.206668'))	1327	A+	782
kenichisasaki	2024-02-23	山形県青ヶ島村二つ室37丁目15番2号	590-15-8897		有限会社藤井鉱業	佐藤 陽子		shimizuchiyo@yahoo.com	(Decimal('80.4601335'), Decimal('115.220162'))	171	AB-	529
watanabemomoko	21 Aug 2025	栃木県長生郡一宮町氏家新田40丁目11番6号	602-61-8529		有限会社小林食品	吉田 篤司		yamadahiroshi@yahoo.com	(Decimal('59.1888275'), Decimal('-39.877181'))	1334	O+	6
akemikobayashi	2019-02-27	東京都福生市筑土八幡町11丁目22番15号	756-82-9856		合同会社遠藤運輸	山本 裕美子	裁判官	rsuzuki@hotmail.com	(Decimal('-22.839958'), Decimal('114.012350'))	1471	A-	831
sayuri27	18 May 2021	宮城県横浜市栄区睦39丁目9番10号	711-79-9843		鈴木保険合同会社	中島 香織	アニメーター	ngoto@hotmail.com	(Decimal('69.530676'), Decimal('-109.108668'))	1749	A-	774
ricardalorch	2025/01/23		684-83-9710		Rohleder Lindner Stiftung & Co. KG	Univ.Prof. Ljubica Lorch		kenneth18@hotmail.de	(Decimal('30.305355'), Decimal('-168.349822'))	591	B+	775
qoconnor	09/09/2022, 00:00:00	"8589 Stanley Prairie
South Lindamouth, MH 99346"	432-67-5506		Williams and Sons	Alison Werner		tjackson@yahoo.com	(Decimal('84.016502'), Decimal('177.304033'))	1806	B+	762
eduardopacheco	09/16/2021, 00:00:00	"Trecho Câmara, 87
Olhos D'água
53622717 Sales da Mata / AM"	61280349506		Porto Castro - EI	Pedro Lucas Costa		benjaminaparecida@ig.com.br	(Decimal('66.328565'), Decimal('0.714971'))	707	O+	358
da-cunhalorena	02/12/2025, 00:00:00	"Viela Allana Camargo, 1
Ribeiro De Abreu
85955-680 Sousa / PR"	51974620352		Rios Albuquerque e Filhos	Luiz Henrique Santos		da-conceicaobarbara@uol.com.br	(Decimal('-8.4171355'), Decimal('51.570619'))	814	AB+	352
naoko64	08/28/2019, 00:00:00	栃木県狛江市東和町35丁目13番3号 コーポ皇居外苑982	344-47-8289		渡辺ガス株式会社	鈴木 花子	行政書士	gyamada@gmail.com	(Decimal('-66.0338195'), Decimal('132.090855'))	1666	AB+	192
christopherkim	05/14/2025, 00:00:00		145-13-0387		Hinton, Williams and Green	Brenda Molina	Barrister's clerk	allisonhart@gmail.com	(Decimal('-75.427409'), Decimal('-109.959117'))	1548	A+	262
mai70	2021/08/24	秋田県品川区戸塚町34丁目18番20号 クレスト竜泉376	534-57-5399		遠藤印刷合同会社	田中 陽一	行政書士	zyoshida@yahoo.com	(Decimal('-22.209139'), Decimal('-125.946288'))	1484	A-	117
laurenmason	10/18/2022, 00:00:00	"81259 Anderson Passage
Millston, MA 02641"	025-83-2746		Leblanc-Smith	Sherry Martinez		josephrogers@gmail.com	(Decimal('-28.059397'), Decimal('114.005188'))	1792	B-	450
romana22	2021-06-15	"Via Giuliano, 446 Piano 2
38064, Folgaria (TN)"	STNPLT38P23L780X		Schiavo SPA	Raffaella Zarlino		massimiliano99@hotmail.com	(Decimal('-56.9906345'), Decimal('50.633323'))	548	A+	335
anthonyoliveira	2021-03-23	"Núcleo de Pimenta, 24
Vila Barragem Santa Lúcia
77272-815 Brito / MT"	48195620370		Nogueira S.A.	Emanuelly Pimenta		cirinorafaela@uol.com.br	(Decimal('75.794564'), Decimal('176.255775'))	379	A-	737
jsaito	2019-09-04	愛媛県狛江市丸の内40丁目15番20号 パーク油井064	627-73-6287		有限会社藤原印刷	村上 和也		atsushisakamoto@gmail.com	(Decimal('39.7034475'), Decimal('-127.910135'))	1628	B-	349
daniellemckee	2025-04-25	"427 Harris Course
North Christopherbury, MT 98488"	847-50-9050		Medina-Mcdaniel	Gina Rodriguez	Office manager	barbara09@hotmail.com	(Decimal('-76.417607'), Decimal('147.565491'))	1914	AB+	79
svargas	2020-06-06	"51095 Mcpherson Burg
Fostershire, TX 56592"	473-26-8416		Hill and Sons	Susan Nelson		escobarmelinda@hotmail.com	(Decimal('24.534419'), Decimal('-23.136791'))	81	AB+	254
paulo97	2022/05/10		10487965310		Moura	Davi Miguel Fogaça		gustavo-henrique37@hotmail.com	(Decimal('48.2311415'), Decimal('47.002929'))	335	AB-	653
anastasios76	2019/10/06	"Mirjam-Reising-Gasse 4/3
28986 Stade"	066-27-7989		Gieß Reinhardt GmbH	Antonietta Wähner		gutenatascha@web.de	(Decimal('-15.2233645'), Decimal('-112.573446'))	792	B-	820
matthew47	29 Feb 2024		703-93-4974		Saunders, May and Johnson	Jeffrey Moyer		laurarollins@hotmail.com	(Decimal('-13.136147'), Decimal('-32.263428'))	699	A-	17
gertraude40	2020/07/01	"Raik-Matthäi-Platz 4
40755 Cloppenburg"	501-70-2966		Caspar	Rudolf Wirth-Geisel		wulfjens-uwe@hotmail.de	(Decimal('-74.809359'), Decimal('-47.984312'))	1982	O+	199
iyates	08/12/2020, 00:00:00	"151 Carter Village Suite 268
West Matthewside, PA 30741"	463-73-0066		Barr-Harris	Lisa Moore	Fish farm manager	jrios@yahoo.com	(Decimal('28.5978515'), Decimal('166.712805'))	675	O-	687
iannelliliberto	16 Mar 2025	"Incrocio Fausto, 79
53011, Castellina In Chianti (SI)"	CTLSNR28T42E864B		Cimarosa-Martucci SPA	Sig. Fabio Bramante		enzioeinaudi@gmail.com	(Decimal('48.204947'), Decimal('121.162818'))	1061	O-	379
ubaldo60	20 Sep 2022	"Vicolo Vergerio, 24 Appartamento 13
71027, Orsara Di Puglia (FG)"	NGLNGL47C51H402M		Petrocelli e figli	Dott. Achille Loredan	Automotive engineer	jbonolis@tim.it	(Decimal('-4.4600335'), Decimal('13.925011'))	1433	O+	779
alexia92	2025/01/28	"Esplanada Vasconcelos, 167
Vila Sesc
32723236 Oliveira / SC"	27469018549		Barbosa	Dra. Hadassa Jesus		liam44@yahoo.com.br	(Decimal('-86.774344'), Decimal('48.919168'))	1960	O-	779
lindsay62	05/10/2022, 00:00:00	"9869 Johnson Neck
Raychester, OR 87946"	338-60-7418		Sanchez and Sons	Robert Allen		andrew81@yahoo.com	(Decimal('-36.7870425'), Decimal('-96.601212'))	395	O+	757
susanblanchard	2024/01/01	"65685 Tammy Springs Suite 568
New Mariaburgh, SD 64144"	256-16-6700		Watts Group	Matthew Smith		rfrancis@gmail.com	(Decimal('66.642374'), Decimal('117.030895'))	906	B-	152
antonuccinico	2021/08/24		SRRLRT67R02I103V		Napolitano SPA	Ruggero Andreozzi-Gozzano	Sales professional, IT	michelataccola@yahoo.com	(Decimal('89.3777335'), Decimal('-170.422537'))	169	B-	249
davidsmith	23 Nov 2018	"452 Nicholas Walks Suite 703
Stonemouth, UT 00648"	542-97-2372		Duran and Sons	Taylor Brown		ubowers@hotmail.com	(Decimal('79.892677'), Decimal('-58.871135'))	1693	AB-	384
elladio01	10/16/2022, 00:00:00	"Vicolo Ida, 96 Appartamento 5
90138, Zisa (PA)"	MRZTLL94C50A561R		Grifeo, Gozzano e Majewski s.r.l.	Rembrandt Mocenigo		ruggero01@live.com	(Decimal('18.6964895'), Decimal('-63.914372'))	96	B+	696
kguerra	08/16/2022, 00:00:00	"Via Danilo Montenegro, 825
Santa Terezinha
46462806 Montenegro de Ribeiro / AP"	09836147500		Nunes	Dr. Luiz Gustavo Rios		qbarros@yahoo.com.br	(Decimal('52.412537'), Decimal('129.673754'))	590	AB+	426
fortunatamaffei	2018-11-29	"Canale Sibilia, 588
02040, Poggio Catino (RI)"	GNNSTN31S17D789Y		Soderini, Tasca e Vento e figli	Napoleone Filzi		krizzoli@tiscali.it	(Decimal('37.995786'), Decimal('20.697681'))	676	AB+	187
alfonsoreising	19 Feb 2022	"Leyla-Wiek-Allee 4312
45822 Zerbst"	902-05-5863		Rosemann Plath GbR	Ing. Egon Birnbaum		ioannisbriemer@hotmail.de	(Decimal('-86.1163965'), Decimal('-107.085348'))	762	B+	640
dusantextor	2019-06-20	"Geraldine-Winkler-Weg 3181
90094 Schwarzenberg"	371-75-7352		Kostolzin AG	Vinzenz Fischer-Biggen	Chemikant	reinaldhuebel@gmx.de	(Decimal('75.8076725'), Decimal('-152.963604'))	728	AB-	613
hhenderson	2020/03/28		210-57-4183		Guerra-Foster	Stephanie Smith		gregorylewis@yahoo.com	(Decimal('-87.803918'), Decimal('62.059508'))	113	A-	813
misichercorinna	09 Jan 2022	"Joana-Tintzmann-Allee 1/4
43513 Meißen"	655-75-4323		Hering AG & Co. KG	Dr. Dorle Stroh		roland61@hotmail.de	(Decimal('-29.653098'), Decimal('46.167306'))	1225	AB+	820
satohiroshi	20 Dec 2022		287-55-9457		合同会社井上印刷	吉田 七夏		wgoto@yahoo.com	(Decimal('14.1683045'), Decimal('-59.164080'))	851	O+	461
taichisuzuki	04 May 2019	埼玉県福生市二つ室14丁目4番2号 アーバン東三島117	862-69-9643		岡田ガス株式会社	田中 京助		rei63@hotmail.com	(Decimal('52.264647'), Decimal('36.678935'))	596	O-	338
yumiko45	2021/08/08		159-75-4786		合同会社松田保険	高橋 直樹		kondohanako@gmail.com	(Decimal('45.029939'), Decimal('50.099318'))	1355	AB-	447
pietropacheco	2020/12/23	"Condomínio Marques
Mantiqueira
03497809 da Paz / SE"	86104235735		Nascimento	Ana Vitória Teixeira		maria-lauramendonca@yahoo.com.br	(Decimal('-86.8384825'), Decimal('-169.915470'))	7	A-	481
margherita16	08 May 2023	"Contrada Frescobaldi, 835
54035, Melara (MS)"	FCNFDC63L14F183X		Riccardi-Piane SPA	Clelia Torlonia		lucrezia11@fastwebnet.it	(Decimal('-21.599434'), Decimal('102.763901'))	1428	A+	332
dantelami	04/21/2025, 00:00:00		SMTVEA61E22L611X		Disdero, Stucchi e Pirandello s.r.l.	Dolores Tasca		ottonetanzini@yahoo.com	(Decimal('-46.432082'), Decimal('101.328347'))	1565	O-	417
eli	2021/01/30		424-18-2566		Jimenez Group	Brittany Smith	Teaching laboratory technician	brian38@gmail.com	(Decimal('11.078080'), Decimal('-166.538593'))	1228	O-	27
emendes	2020-06-29		37046281904		Gonçalves	Isis Ribeiro		juliamendonca@gmail.com	(Decimal('-70.376908'), Decimal('-62.361271'))	536	B-	466
bondumierpanfilo	2024/02/13	"Borgo Simeoni, 43
89125, Reggio Calabria (RC)"	MJWGMR54T46B154Z		Tolentino e figli	Lidia Vezzali	Patent attorney	stefanoacerbi@live.com	(Decimal('72.2874785'), Decimal('139.260488'))	280	O-	3
susannadoerr	2021/05/19	"Södingstraße 0
62788 Moers"	673-25-4936		Eberhardt	Herr Rigo Dehmel B.A.		wolfhecker@gmx.de	(Decimal('9.399074'), Decimal('-49.642623'))	1187	O+	235
vincentiopadovano	2021/10/14	"Borgo Amaldi, 62
38015, Nave San Felice (TN)"	BCCPTZ14M18B589Q		Ottino, Leopardi e Roero s.r.l.	Dott. Coluccio Gabrieli	Psychologist, prison and probation services	manuel73@poste.it	(Decimal('33.4434825'), Decimal('-41.723960'))	665	A+	209
barkholzsiglinde	2024/07/03	"Gerard-Schleich-Platz 2
97089 Bamberg"	366-42-4641		Finke	Imke Bloch		xmuelichen@googlemail.com	(Decimal('-9.168939'), Decimal('60.644063'))	1767	AB-	683
greca12	2021-07-17	"Vicolo Mennea, 936 Piano 3
71019, Vieste (FG)"	NCLLCU04B47B474K		Fantini-Guarana e figli	Leone Monteverdi		piergiorgioerrigo@hotmail.it	(Decimal('5.985779'), Decimal('-162.935863'))	1362	O+	16
kelly20	19 Oct 2019	"781 Joel Coves
Port Melissahaven, NH 59353"	671-07-6945		Parker-Owen	Matthew Cunningham		ishelton@yahoo.com	(Decimal('-9.0131995'), Decimal('42.913350'))	132	AB+	793
frieda40	05/04/2020, 00:00:00		061-61-5626		Linke GmbH	Sylvester Mangold		bortmann@gmx.de	(Decimal('-46.7997485'), Decimal('45.168870'))	1872	A-	810
evelynreinhardt	01 Nov 2020	"Mitschkeallee 58-46
82591 Pritzwalk"	612-72-9065		Rogner Gutknecht AG & Co. OHG	Frau Liliane Fröhlich	Asphaltbauer	eckbauergerard@yahoo.de	(Decimal('32.9194085'), Decimal('-42.027850'))	577	AB-	314
veronicagiacometti	30 Nov 2021	"Incrocio Trincavelli, 7
60013, Corinaldo (AN)"	GLTVNC15B55L603J		Zeffirelli, Modugno e Zacco e figli	Stella Merisi		campanocirillo@alice.it	(Decimal('-27.346015'), Decimal('134.920800'))	1122	AB+	63
gabrielapastor	2019/04/01	"Praça Apollo Moraes, 9
Vila São João Batista
21406-059 Siqueira / PR"	49805637166		Abreu Fernandes - ME	Laís Casa Grande		isabelly53@ig.com.br	(Decimal('66.5920695'), Decimal('135.222146'))	802	O+	557
vera27	03/25/2021, 00:00:00	"Etzlerstr. 58/21
66304 Scheinfeld"	382-47-5040		Hövel Jungfer GmbH & Co. KGaA	Almut Steuer		andrejheydrich@hotmail.de	(Decimal('-18.3224815'), Decimal('-47.609566'))	1023	O-	103
gianmarco92	09/03/2019, 00:00:00	"Stretto Vincentio, 73 Piano 4
34137, Trieste (TS)"	MCCFBA90M07A255F		Duse, Prodi e Leopardi SPA	Evangelista Michelangeli		angeloviola@vodafone.it	(Decimal('-57.1038635'), Decimal('-157.457922'))	489	O+	123
marzenabohnbach	10/11/2024, 00:00:00	"Jacobstraße 9-9
84227 Kemnath"	484-14-0196		Heinrich GmbH	Dipl.-Ing. Gabriele Söding	Programmierer	eberhardtivan@web.de	(Decimal('-73.624187'), Decimal('121.718188'))	1829	AB-	555
kyosuke78	13 Apr 2022	和歌山県夷隅郡大多喜町太田ヶ谷13丁目24番10号 ハイツ丸の内154	294-75-8763		石井鉱業合同会社	伊藤 浩		jsasaki@gmail.com	(Decimal('10.7914265'), Decimal('135.149840'))	476	AB-	551
luiz-henriquemontenegro	30 Jul 2019	"Distrito Oliveira, 868
São Cristóvão
60907340 Castro / PE"	08125473904		Novais	Maya da Mata		laviniarodrigues@ig.com.br	(Decimal('-39.7530955'), Decimal('12.822981'))	45	AB-	280
gtuzzolino	10/26/2021, 00:00:00	"Contrada Baldassare, 61 Piano 0
40138, Bologna (BO)"	DSSGRG71M44B862H		Tirabassi e figli	Renzo Iannotti	Logistics and distribution manager	fredocibin@libero.it	(Decimal('84.0467705'), Decimal('25.502933'))	370	O-	450
bryanmontenegro	2023-12-21	"Morro de Freitas, 31
São Vicente
14296-223 Teixeira das Pedras / DF"	56837490265		Sampaio Sales Ltda.	Gabriela Montenegro	Operador de telemarketing	rodrigomoura@gmail.com	(Decimal('66.5919365'), Decimal('20.851579'))	504	A+	41
zairanorbiato	09/18/2024, 00:00:00	"Piazza Gagliano, 542 Piano 1
00068, Rignano Flaminio (RM)"	SNNLNE67H69M394B		Piccio-Viviani s.r.l.	Matteo Marini		poeriocarolina@alice.it	(Decimal('-34.4115685'), Decimal('-178.680128'))	717	AB+	361
pedro-henriquevasconcelos	2025/01/09	"Esplanada de da Luz, 21
Vila Nova Gameleira 3ª Seção
21429502 Freitas do Oeste / SC"	82357104988		da Costa	Jade Aragão		helena89@gmail.com	(Decimal('25.947768'), Decimal('47.380149'))	191	A+	711
shering	02/29/2024, 00:00:00	"Heidrichstr. 207
03361 Gifhorn"	465-62-8828		Schleich Hübel GmbH	Slavko Lange B.Sc.		marliesneuschaefer@gmx.de	(Decimal('51.2055845'), Decimal('26.439560'))	1502	A-	48
nsaito	2021-06-26	新潟県山武市柿木沢新田38丁目15番19号	097-92-0231		有限会社田中農林	山口 桃子	経営者	rikakimura@gmail.com	(Decimal('73.399794'), Decimal('-113.720931'))	340	O+	70
derrick92	28 Jan 2021	"Unit 7967 Box 4982
DPO AE 36067"	536-45-3508		Smith-Russell	Mallory Anderson		xhill@yahoo.com	(Decimal('-69.821280'), Decimal('-82.458444'))	949	B-	257
ana-sophia39	27 Mar 2023	"Via Abreu, 21
Vila Barragem Santa Lúcia
61632-818 Cirino / RO"	93857460148		Rezende	Lucca Nogueira	Contábil	maria-lizda-mata@uol.com.br	(Decimal('39.9049735'), Decimal('-40.252394'))	563	O+	18
uwagner	2019-06-11	"Georgios-Römer-Straße 205
86157 Kassel"	807-40-4233		Schmidtke Wiek KG	Mechtild Noack		kira75@googlemail.com	(Decimal('46.173863'), Decimal('-173.945741'))	606	A+	812
naoto36	2019/02/19	青森県板橋区中川崎8丁目27番17号 コート幸手701	387-24-1285		後藤電気合同会社	山本 真綾	アートディレクター	syamada@yahoo.com	(Decimal('-75.6643205'), Decimal('169.339017'))	1479	AB-	432
ytrommler	24 Jun 2025	"Adriane-Schenk-Gasse 5850
65080 Forchheim"	733-21-3844		Juncken OHG mbH	Antonietta Hornich MBA.	Mathematiker	kspiess@googlemail.com	(Decimal('-1.4757895'), Decimal('163.782119'))	207	AB+	435
querinibenedetto	2022/11/25	"Strada Nicoletta, 15 Piano 8
60035, Jesi (AN)"	GLZFLP80R53H880R		Bonanno-Blasi Group	Claudia Vittadello		arsenio00@tele2.it	(Decimal('84.9065795'), Decimal('143.717744'))	550	B+	413
momoko84	2019/04/22	千葉県荒川区東和町31丁目19番16号 西神田コーポ110	228-63-2117		有限会社斎藤通信	山田 明美		ufujii@yahoo.com	(Decimal('-41.900402'), Decimal('-53.847468'))	176	O+	642
landrytiffany	05/21/2023, 00:00:00	"3198 Laura Junctions
East Kylefurt, TN 96292"	087-09-8305		Fisher, Cox and Weeks	Kelly Lopez		christine71@yahoo.com	(Decimal('53.6117015'), Decimal('128.224042'))	175	AB+	462
vstadelmann	2020/06/25	"Annelise-Krein-Gasse 15-40
42898 Nördlingen"	883-15-2951		Baum	Ahmed Wilmsen B.A.		guiseppeholsten@gmx.de	(Decimal('-14.622231'), Decimal('-144.394402'))	1788	B+	523
ermes22	2024/05/05	"Via Agnolo, 30 Appartamento 8
10091, Alpignano (TO)"	MNTLCU34R46L998X		Veneziano-Ioppi e figli	Fabia Finotto-Perozzo		beppegiacometti@tele2.it	(Decimal('76.778674'), Decimal('-120.748989'))	75	O+	614
tylerwoods	2022-08-14	"040 Stephen Mission Suite 875
Riggsmouth, PA 57045"	648-65-0796		Mack, Parker and Garcia	Dillon Walker		davidmiddleton@yahoo.com	(Decimal('-20.554605'), Decimal('8.263931'))	1637	B-	540
isis68	2021/07/14	"Feira de Cirino
Castanheira
12958-806 da Costa do Galho / ES"	31265804915		Vargas da Luz S.A.	Erick Lima		iancamargo@yahoo.com.br	(Decimal('35.3400525'), Decimal('-66.893092'))	381	B+	732
rolando25	07 May 2021	"Contrada Manunta, 39 Appartamento 99
34145, Trieste (TS)"	SCRFDC14H24D200Z		Lopresti, Combi e Trillini Group	Antonia Tomaselli		zianigiacobbe@yahoo.com		1385	AB-	728
ravyporto	29 Dec 2019	"Residencial Ana Luiza Pastor, 7
Vila Nova Gameleira 1ª Seção
03037-875 Garcia / MA"	57061892420		Souza Lima S.A.	Srta. Maitê Martins	Coordenador	vargasluiza@yahoo.com.br	(Decimal('-89.603395'), Decimal('33.490592'))	480	AB-	288
sevim85	2021/08/05	"Schachtstraße 9/4
78683 Aschaffenburg"	742-08-9169		Conradi	Univ.Prof. Marjan Höfig	Ausbaufacharbeiter	huhnwillfried@gmx.de	(Decimal('-63.9285215'), Decimal('137.462652'))	1170	AB-	633
lspiess	2024/11/30		838-72-3077		Dietz	Gerhild Ehlert		agnieszka10@googlemail.com	(Decimal('31.054286'), Decimal('-173.986888'))	1768	B-	729
hmonteiro	09 Feb 2023	"Esplanada de Martins, 61
Betânia
33233197 Fonseca do Galho / RR"	14378206978		Lopes Brito Ltda.	Enzo Abreu	Aeromoça	rgoncalves@yahoo.com.br	(Decimal('70.1746785'), Decimal('-21.280908'))	196	A-	681
bbishop	2021-03-24	"320 Nicholas Mount Suite 965
Johnsonberg, CT 07339"	328-79-5147		Snyder, Newton and Richardson	Dustin Frank		jacob72@gmail.com	(Decimal('-14.404413'), Decimal('-11.063268'))	716	AB+	33
suzukishota	2024/06/08	熊本県国分寺市芝浦30丁目27番6号	611-86-4615		株式会社山本水産	福田 裕太		atsushigoto@yahoo.com	(Decimal('-11.421368'), Decimal('-154.935306'))	1292	A-	531
raffaellinofoa	12/29/2024, 00:00:00	"Incrocio Nicola, 4 Appartamento 94
13017, Quarona (VC)"	SNGTRS56H19E968L		Argento-Cadorna e figli	Sig.ra Teresa Filogamo	Neurosurgeon	rodolfocafarchia@libero.it	(Decimal('-16.8433735'), Decimal('-150.125888'))	741	AB+	137
yamadanaoto	2020-12-30	佐賀県西多摩郡日の出町明石町3丁目12番17号 鳥越コーポ175	550-94-3949		岡田通信合同会社	林 健一	音響技術者	ssuzuki@hotmail.com	(Decimal('-67.288238'), Decimal('50.370690'))	2036	A-	18
